title,url,metadata,content,section
Hanukkah: Celebrating the Festival of Lights,https://www.eatright.org/food/cultural-cuisines-and-traditions/holidays-and-celebrations/hanukkah-celebrating-the-festival-of-lights,"Contributors:Melissa Altman-Traub, MS, RDN, LDN
Reviewers:Academy Staff RDNs
Published:December 01, 2022
Reviewed:November 08, 2024","A long-celebrated holiday among Jewish people, Hanukkah, or Chanukah, means “dedication” and commemorates the rededication of the Holy Temple in Jerusalem. This rededication occurred after a small group called the Maccabees defeated a Syrian-Greek army under Antiochus after fighting three years to free Jews from oppression in 164 B.C.E.

During the rededication of the Temple, there was only enough oil to burn the Menorah for one day, but miraculously the oil lasted for eight nights. In honor of this, the Hanukkah celebration lasts eight days, starting on the 25th day of Kislev on the Hebrew calendar, which occurs in December or sometimes late November.

How Hanukkah is Celebrated

Lighting the menorah: A menorah holds eight candles, plus one more called the shamash, which is used to light the other candles. On the first night, the first candle on the left is lit, and one more candle is added and lit each night. The menorah may be placed in a window to share its light with neighbors.

Gifts: Each night during Hanukkah, children may receive one gift or money called Hanukkah gelt. Gelt can also be chocolate coins wrapped in brightly colored foil with Jewish symbols.

Dreidel: A dreidel is a spinning top with four sides. The dreidel game is played with candy, pennies or chocolate coins. Players put in or receive items according to each spin. Each side of the dreidel has a letter of the alphabet, which spells out “Nes Gadol Haya Sham” or “a great miracle happened there,” referring to Israel.

Traditional Hanukkah Foods

Symbolic fried foods are prepared to commemorate the miracle of the oil lasting for eight nights:

Potato latkes (pronounced “lat-kas”), or potato pancakes, are made from shredded potatoes, eggs, onions, flour or matzo meal and salt and pepper. The ingredients are combined, then pressed thin like pancakes and fried. Traditionally, latkes are fried in goose fat; however, oil is more commonly used today. Latkes are served with sour cream or applesauce. Although less traditional, for variety, latkes can be made using other root vegetables in place of or in combination with potatoes.

Sufganiyotare donuts that are popular in Israel and the United States. They are a little smaller and wider than typical American donuts and are filled with jelly, cheese or other flavors and topped with powdered sugar. Apple fritters are another popular Hanukkah treat.

Family celebrations may include traditionalAshkenazic(Eastern European) foods for main courses, such as beef brisket, roasted chicken,kugel(noodle pudding) andchallah(a braided bread).Rugelachis a favorite dessert made with a cream cheese dough and rolled with cinnamon and sugar inside.Sephardic(originally from Spain) favorites include lamb, rice and chickpeas.

Nutrition Tips

Individuals with health concerns may be watching their intake of certain nutrients more closely this time of year. Some traditional foods enjoyed at Hanukkah tend to be higher in fat, since they are fried. The sodium content also may be high if using a boxed latke mix or premade frozen latkes. Using olive oil in place of animal fats or making latkes using an air fryer or oven can reduce their saturated fat content. For individuals looking to reduce added sugars, unsweetened applesauce can be served with latkes.

Remember, it’s important to focus on the overall intake of foods and beverages throughout the year. During a holiday, consider including salads, vegetables and fruit for dessert, if these foods are lacking, to balance out meals and sweets.

Although religious and cultural observances may include foods and traditions which differ from current dietary advice, individuals can find ways to take part in these celebrations. If eating habits during a holiday are a concern to you or your family, consider speaking with aregistered dietitian nutritionist. RDNs are food and nutrition experts, and they can offer healthful eating advice while still honoring food preferences and customs. This may include how to modify holiday menus or ways to enjoy foods and drinks in their traditional forms.",cultural-cuisines-and-traditions
Make Resolutions Stick: Focus on Family,https://www.eatright.org/food/food-preparation/seasonal-foods/make-resolutions-stick-focus-on-family,"Contributors:Esther Ellis, MS, RDN, LDN
Reviewers:Academy Staff RDNs
Published:January 26, 2022
Reviewed:December 11, 2023","Make this year the year for modeling healthful lifestyle and eating habits to your family. Leading by example is a great way to encourage and provide family support. Here are just a few ideas to get you started:

Nutrition that Counts

Offer regular meals throughout the day including a variety of nutrient-rich foods.Try starting the day with a healthful breakfast, such as oatmeal with fruit, nuts and low-fat milk or yogurt. Encourage kids to select balanced choices at lunch or help them pack one. Promote a supportive environment and get everyone together for dinner at least a few times a week.

Remember to put the focus on health, not weight.Kids and teenagers are very observant and tend to repeat things they hear or see. Try to avoid making comments about your weight in front of them as it can overemphasize looks and undervalue health.

Encourage a healthy eating style by following MyPlate recommendations at meals.Aim to make half your plate fruits and vegetables, a quarter grains and the remaining quarter protein. Add a serving of low-fat or fat-free dairy or calcium-fortified alternative to complete the meal.

Fitness and Wellness

Get active.Add physical activity whenever you can into your day, whether it's taking a family walk after dinner, playing catch or turning on music and dancing around the living room. Remember, children and teens should get 60 minutes or more of physical activity per day, and adults should get two and a half hours per week.

Reduce your family's risk of food poisoning by encouraging good food safety habitssuch as washing hands before every meal. Having kids and teens help in the kitchen can be a great way to teach them about food safety.

Stay positive!Even if you struggle to work in physical activity or to finish your vegetables, set a good example. Your child is listening to everything you say, even if you think they're ignoring you.

By focusing on a few goals at a time, small steps can become great strides toward a healthier lifestyle.

If you're looking for more tips on improving eating habits in the year to come, seek help from a qualified health professional. Aregistered dietitian nutritionistis your best source for reliable and up-to-date food and nutrition information.",food-preparation
Cookie Rookie Pledge,https://www.eatright.org/food/home-food-safety/safe-cooking-and-prep/cookie-rookie-pledge,"Contributors:Esther Ellis, MS, RDN, LDN
Reviewers:Academy Staff RDNs
Published:December 13, 2019
Reviewed:November 02, 2023","Download:Take the Cookie Rookie Pledge.

Resist Temptation: Don't Lick that Spoon!

As gooey and delicious as it might look, eating raw cookie dough could make you very sick. When handling raw cookie dough, keep these safety tips in mind:

Do not eat any raw cookie dough or any other raw dough product that’s supposed to be cooked or baked.

Follow package directions for cooking at proper temperatures and for specified times.

Wash hands, work surfaces and utensils thoroughly after contact with raw dough products.

Keep raw meat, poultry, seafood and eggs separate from other foods while preparing them to prevent any contamination that might be present from spreading.

Follow label directions to chill products promptly after purchase and after using them.

It's especially important to teach children to not eat raw cookie dough, as young children are more vulnerable to food poisoning. Before you begin cooking with children, discuss the Cookie Rookie Pledge together to help them understand what they can do to stay healthy and happy, and enjoy their cookies too!",home-food-safety
Food Safety During Power Outages,https://www.eatright.org/food/home-food-safety/safe-food-storage/food-safety-during-power-outages,"Contributors:Taylor Wolfram, MS, RDN, LDN
Published:September 05, 2019
Reviewed:December 19, 2016","During power outages, food spoilage can be a serious problem when refrigerators and freezers lose power. Consumers can help avoid spoilage and foodborne illness in their homes by making sure foods stay properly refrigerated during a power outage.

Be Prepared

Make sure — before an outage — that the refrigerator is set below 40ºF. Stock up on nonperishable foods that don't require refrigeration, and choose single-serve sizes if available to avoid the need for refrigeration of unused portions. Consider these easy, nutritious, shelf-stable foods:

Breads and Grains: single-serving boxes of whole-grain cereal, trail mix, energy bars, granola bars, cereal bars, bagels, crackers and popcorn

Fruits and Vegetables: carrot and celery sticks and other cut-up raw vegetables, grapes, single-serve applesauce, whole fruit (apples, peaches, bananas), dried fruit mix and juice boxes

Dairy: single-serve milk or soy beverage boxes and non-refrigerated pudding cups

Meat and Other Protein Sources: cans of tuna, peanut butter (for sandwiches or with celery and apples), nuts and single-serve packages of peanut butter and crackers.

When the Power Goes Out

During a power outage, keep the refrigerator and freezer doors closed and open them only when necessary. If power is restored within four hours, items in the refrigerator should be safe to eat. A full freezer will stay at freezing temperatures for two days if the door remains closed. A half-full freezer will stay at freezing temperatures for one day if the door remains closed.

Once the Power is Restored

When power is restored, check the temperature inside of your refrigerator and freezer. If it has risen to 45ºF or higher, discard any potentially spoiled foods. Such foods include meat, poultry, fish, dairy and egg products, soft cheese, cooked beans, cooked rice, cooked potatoes, cooked pasta, potato salad, custard and pudding. Allow time for the refrigerator to reach below 40ºF before restocking. And, of course, when in doubt, throw it out.",home-food-safety
The Rules of Separation at the Grill,https://www.eatright.org/food/home-food-safety/wash-and-separate-foods/the-rules-of-separation-at-the-grill,"Contributors:Sarah Klemm, RDN, CD, LDN
Reviewers:Academy Staff RDNs
Published:May 24, 2019
Reviewed:March 13, 2025","It's officially summer! Ovens across America are turning off and grills are firing up. As you make the move from cooking indoors to outside, make sure your food safety skills travel with you. After all, food safety doesn’t just apply in the kitchen — the same rules apply at the grill, especially when it comes to preventing cross-contamination.

During grilling season, cross-contamination, a leading cause of food poisoning, tops the list of food safety concerns. When juices from raw meats or bacteria from unclean items touch cooked or ready-to-eat foods, cross-contamination can occur, spreading harmful bacteria that can make you sick. Learn how to reduce your risk of food poisoning with these five rules of separation.

Rule #1: Always Start with a Clean Grill.

Follow the manufacturer's instructions to clean your grill. Removing charred food debris from the grill reduces exposure to bacteria.

Rule #2: Use Separate Plates for Uncooked and Cooked Foods.

Do not put cooked foods back on plates that originally held raw foods. Always wash plates or serving trays in hot soapy water between uses or, better yet, use separate plates: one for bringing raw meat, poultry and seafood to the grill and a clean plate for taking cooked foods off the grill.

Rule #3: Clean Utensils or Use Separate Utensils as You Grill.

After using tongs or spatulas to put raw meats, seafood or poultry on the grill, clean them thoroughly with hot soapy water before using them again to remove cooked foods. If it is too much to clean utensils while working the grill, use two sets of utensils: one for raw meats and the other set for cooked foods.

Rule #4: Marinate Mindfully — Before, During and After Grilling.

Pause before reusingmarinadethat was on raw meats, seafood or poultry for cooked foods. Always boil any leftover marinade, before using it on cooked meats, to destroy harmful bacteria. An even better practice is to plan ahead, before you grill, and make extra marinade. Use part to marinate the raw food and set aside a separate portion to use on cooked foods. While you are at the grill, never use the same brush to baste both raw and cooked meats with the marinade. Always use a different brush or one that has been washed in hot soapy water.

Rule #5: Leave the Dishtowels in the Kitchen.

Using the same dishtowel multiple times to wipe your hands and clean up spills at the grill can spread bacteria. Instead, prevent cross-contamination by using paper towels or disposable wipes to clean spills when grilling. Save the dishtowels for drying your clean hands and dishes.",home-food-safety
Sustainable Eating,https://www.eatright.org/food/planning/food-security-and-sustainability/sustainable-eating-1,"Contributors:Sarah Klemm, RDN, CD, LDN
Published:August 03, 2020
Reviewed:May 03, 2022","""Is it sustainable?"" It's an increasingly important question being asked when it comes to agriculture and how we eat.In agriculture, the concept of sustainability is applied toward the production of plant and animal products using farming techniques and practices that help to conserve natural resources with minimal impact on the environment. Sustainable agriculture enables us to produce healthful food without compromising future generations' ability to do the same.Sustainable eating is about choosing foods that are healthful to our environment and our bodies. According the 2019 EAT-Lancet commission on healthy diets from sustainable food systems, a global shift toward more plant-based foods would help feed the world's growing population a nutritious and sustainable diet. This plant-based eating style includes more legumes (beans, peas, lentils, peanuts), whole grains, vegetables, fruits and nuts, and less animal-based foods, especially red meat and processed meat. Limiting refined grains and added sugars is encouraged as well.

Tips for Sustainable Eating

Unless you're a farmer, the best way to support sustainable farming is to eat sustainably. Below are some tips to get you started.Grow something.It could be herbs in a pot, tomatoes on a patio or a small plot in your yard. Not much gives you a greater appreciation for what it takes to create food than to grow your own. The process can help you gain an understanding of the factors involved in making plants thrive, the attention needed to successfully grow food and how precarious the process can be. Those insights may influence how you buy, use and dispose of food.Shop locally.Shopping locally is a fun way to support your community. It keeps your dollars in the community in which you live and can help foster a healthy environment of diversity. When you purchase foods that were grown locally, it cuts down on the amount of fuel needed to ship the food to your market.Initiate conversations about food.Talk with the farmers at your market, personnel at your grocery store and restaurateurs, or the growing number of people who are paying attention to how foods get on their plates. You can discover new tips, learn about new resources and find more local, sustainably-minded food producers and providers.Eat seasonally.Blueberries don't grow in Montana during January, yet you can still buy them ""fresh"" at this time. This means they're likely coming from far away. When possible, focus on foods that are available in season where you live and you'll be supporting sustainability efforts.Tap your tap.Liquids can be heavy items to ship around the country and lots of fossil fuel is needed to tote them. Instead of purchasing bottled beverages, use a refillable bottle and fill it with water from the tap or filter.Rethink your grocery list.Opt for foods in bulk, more minimally processed foods and more plant-based meals. These choices often require less packaging, waste, energy and water to produce them.Vote with your wallet and your fork.There's no better way to affect the direction of our food system and what grocers, restaurateurs and food companies produce and sell than to influence their bottom line. Ask your food providers to support local farmers, local producers and sustainable agriculture. Show support through your buying decisions.",planning
Delicious Family Dinners for Weeknights,https://www.eatright.org/food/planning/meals-and-snacks/delicious-family-dinners-for-weeknights,"Contributors:Esther Ellis, MS, RDN, LDN
Reviewers:Academy Staff RDNs
Published:March 25, 2022
Reviewed:October 01, 2024","Life can be tough on family dinnertime. In addition to work and school schedules, there are sports practices and games, lessons, homework and friends. With all the rushing around, it's easy to slip into the fast-food lane or habits like microwave meals with everyone eating at different times and places.

Bringing balance back into busy evenings is well worth the effort. Your whole family will feel better when they are eating delicious, nutritious meals together. Fortunately, there are several simple steps that can help families get a tasty dinner on the table easily and quickly. It all starts with a little planning and organization. Then, get everyone involved in preparing and serving the meal. When everybody pitches in, no one feels overwhelmed.

Here are a few easy and effective approaches to the dinnertime dilemma.

Have a Week's Worth of Menus in Mind

Whether you write them down or keep them in your head, you need five to seven kid-tested, parent-approved main dishes. Pick options that are easy to make and popular with everyone. Once you have an entrée, such as tacos, spaghetti  or slow-cooker stew, all you have to add is a vegetable and/or fruit and perhaps a whole-grain roll to complete the meal.

Keep Your Kitchen Stocked with Quick-to-Fix Foods

Whenever you shop, look for specials on staples (rice, pasta, beans, etc.) as well as frozen and canned fruits and vegetables with little or no added salt or sugars. With a wide variety of tasty choices on hand, you'll only have to worry about the main dish when it's time to make dinner. Add fresh produce items that are in season.

Prepare Multiple Batches of Main Ingredients

If you're cooking lentils, it's just as easy to cook a double or triple batch. Freeze extra servings to reheat for tacos or casseroles. Whole grains such as brown rice and quinoa also can be batch-cooked and frozen.

Get the Whole Family Involved from Start to Finish

The evening meal doesn't have to be one person's responsibility. Even very young children enjoy getting involved in planning and preparing healthful meals. Assign age-appropriate jobs, such as choosing the fruit for dessert, mixing pre-cut vegetables into a salad, setting the table with unbreakable dishes or clearing the dishes afterwards.",planning
Fares of Faith: Mid-Autumn Festival,https://www.eatright.org/food/cultural-cuisines-and-traditions/holidays-and-celebrations/mid-autumn-festival,"Contributors:Wendy Wu, MS, RDN, CDN
Published:July 24, 2023","Mid-Autumn Festival is a holiday observed during the full moon on the 15th day of the eighth month of the Chinese calendar (a lunar calendar observed over 12 to 13 months every year). Traditionally, Mid-Autumn Festival is celebrated as a harvest festival; it’s an opportunity to give thanks to crops harvested throughout the year and celebrate the moon goddess Chang’e.

There are many versions of the legend of Chang’e, some portraying her as a hero and others as disobedient. However, most legends pair her with her husband, Hou Yi, who gains fame and respect for his archery skills. Thanks to his special skills, one day, Hou Yi obtains a special elixir of immortality. However, Chang’e takes it instead and is left to spend her immortal days on the moon.

During the Mid-Autumn Festival, the moon symbolizes happiness and wholeness. It is regarded as the perfect time for relatives near and far to come together for a family reunion and hearty meal. The laughter of children fills the air as families admire the beauty of the full moon, surrounded by glowing lanterns of all shapes and sizes. Historically, lanterns were spherical in shape, made of paper and lit with a candle. Today, lanterns typically are made of plastic and come in shapes such as a lobster (symbolizing mirth), butterfly (longevity) and star fruit (spirituality).

Foods of Mid-Autumn Festival

Celebrations often revolve around food, and Mid-Autumn Festival — also known as the Mooncake Festival — is no exception. Mooncakes are round, sweet pastries that symbolize union and are traditionally given as gifts to family and friends. The cakes typically contain a filling, such as lotus seed paste and duck egg yolk or sweet red bean paste. Mooncakes are a high-calorie dessert that are best served sliced into pieces and shared. Variations, such as ice cream- or chocolate-filled mochi-skinned mooncakes, have gained popularity in recent years.

Other popular Mid-Autumn Festival foods include lotus root, pomelo, melons and snails. Cooked pumpkin is considered an essential dish during the festival. Taro, a starchy tuber, is believed to dispel bad luck and bring good luck and wealth.",cultural-cuisines-and-traditions
Fun with Fungi: Garnish Your Meals with Mushrooms,https://www.eatright.org/food/food-groups/vegetables/fun-with-fungi-garnish-your-meals-with-mushrooms,"Reviewers:Academy Staff RDNs
Published:January 17, 2019
Reviewed:August 22, 2023","They might be a type of fungus, but don't let that scare you away. Edible mushrooms are an excellent addition to your dinner plate: They're tasty, nutritious and versatile. Plus, because mushrooms impart a fifth taste sense called umami, which is savory, hearty and ""meat-like,"" mushrooms are an economical and nutritious way to enhance your meal.

Mushroom Nutrition

Depending on the variety, one cup of raw sliced mushrooms generally has between 15 and 40 calories and can vary in the amount of nutrients it has to offer. For example, some varieties, such as shiitake and cremini are an excellent source of copper and selenium. Some mushrooms, like oyster mushrooms, have significant amounts of three B-complex vitamins: riboflavin, niacin and pantothenic acid. The B vitamins help release energy from the fat, protein and carbohydrates in food. Mushrooms also can be excellent sources of vitamin D if they have been exposed to ultraviolet light after harvesting.

Types of Mushrooms

There are around 2,000 varieties of edible mushrooms, although only a few are commercially available. They come in many shapes, sizes and textures. Some of the most common edible mushrooms include:

Agaricus (White or Button):White button are the most common mushrooms to appear on grocery store shelves. They have a mild taste and can be used in just about anything from salads to sauces.

Chanterelles:Chanterelles are funnel- or trumpet-shaped mushrooms with a fruity, apricot-like aroma and mild, peppery taste. Most are yellow or orange.

Crimini or Baby Bellas:Crimini look similar to the white button, but are a little darker in color and have a stronger taste.

Enoki or Enokitake:Enoki mushrooms are often used in Asian cuisine, particularly soups. They are long-stemmed and white, often packaged in clusters, and have a delicate flavor.

Morel:Morels have a distinctive honeycomb-like shape and vary in color from light yellow to dark brown. They are earthy in flavor and should always be cooked before eating.

Oyster:Oyster mushrooms are smooth, trumpet-shaped and have a light flavor.

Porcini:Porcini are reddish brown and have a nutty flavor. They may be available fresh or dried and both go well in a classic Italian risotto.

Portobello:Portobellos are larger, firmer and have a meatier taste. They make great stand-ins for burgers — try marinating portobello caps in Italian dressing and then grilling or baking.

Shiitake:Like portobellos, shiitakes have a meatier flavor. Some people are sensitive to raw shiitake mushrooms. To reduce your chance of side effects, cook them when using in recipes.

One word of caution: Don't pick and eat mushrooms in the wild that you don't know are safe. There are many poisonous mushrooms that look very similar to safe mushrooms.

Cooking with Fungi

Mushrooms provide plenty of opportunity in the kitchen. Try grilling, stir-frying and sautéing. Mushrooms can enhance certain dishes, but also can be a tasty substitute for meat in your entrees. Chop them up and mix them in lasagnas, spaghetti, chili, even mixed with ground beef to make a burger that's part mushroom and part ground beef. Some other ideas to incorporate mushrooms on your plate:

Cook mushrooms in sauces and pair with whole-grain pasta dishes.

Combine mushrooms and vegetables in whole-grain wraps.

Skewer mushrooms, peppers, squash and tomatoes; then, grill until slightly charred.

Top a pizza or fill an omelet with mushrooms.

Add dried mushrooms to risotto dishes and soups.

Selection, Storage and Prep Tips

Choose mushrooms with a firm texture, even color and tightly closed caps. They can be stored in the refrigerator in a paper bag, or a partially opened zipper-lock bag, for up to one week, but best used within a few days. To prep: Brush them off with your finger then rinse and pat dry with a paper towel or clean towel. Some mushrooms, such as shiitakes or enoki, should have their stems or base trimmed before cooking.",food-groups
How to Use Plastic Food Storage Containers,https://www.eatright.org/food/home-food-safety/safe-food-storage/how-to-use-plastic-food-storage-containers,"Contributors:Jackie Newgent, RDN, CDNReviewers:Academy Staff RDNsPublished:November 13, 2020Reviewed:October 16, 2024
Reviewers:Academy Staff RDNsPublished:November 13, 2020Reviewed:October 16, 2024
Published:November 13, 2020Reviewed:October 16, 2024
Reviewed:October 16, 2024","Whether you're on a quest to prevent food waste or you simply want to store prepared food, reusable containers can do the job. But are some food containers safer than others when it comes to personal and environmental health? Here's what you need to know.

Know the code. On the bottom of plastic food storage containers, you'll find a tiny triangle with a number (resin identification code) ranging from 1 to 7. This number indicates what the plastic is made of. In general, safer choices for food use are numbers 1, 2, 4 and 5. The American Academy of Pediatrics recommends avoiding plastic containers with codes 3, 6 and 7. Plastic number 3 contains vinyl or polyvinyl chloride (PVC); 6 has polystyrene; and 7 can contain various plastics, such as Bisphenol A (BPA).The use of BPA has been banned in baby bottles, sippy cups and in the packaging of infant formulas.  However, its use in other food and beverage containers continues to be monitored and is currently considered safe by the U.S. Food and Drug Administration.  Many BPA-free plastic food and beverage containers are available today, allowing consumers to minimize their exposure to it.

The use of BPA has been banned in baby bottles, sippy cups and in the packaging of infant formulas.  However, its use in other food and beverage containers continues to be monitored and is currently considered safe by the U.S. Food and Drug Administration.  Many BPA-free plastic food and beverage containers are available today, allowing consumers to minimize their exposure to it.

Keep it cool. Though polycarbonate plastic is strong and long-lasting, it can break down over time from high temperatures and overuse. Never microwave foods in plastic food containers, including margarine tubs and restaurant carryout containers. Plastic containers from packaged microwavable meals shouldn't be reused after their initial use; they're safely designed for one-time-use only. Also avoid putting plastic containers in the dishwasher.

Recycle as appropriate. According to the Environmental Protection Agency (EPA), the U.S. recycled 9% of plastic waste created in 2018. This can contribute to greenhouse gas emissions, impacting the health of the environment.

The Bottom Line

Pick plastic food containers wisely and limit their use to cold food storage. They also can be ideal for transporting food. Consider glass or stainless steel containers for cold or hot foods, instead. Since both can be cleaned and reused, they're ideal for home food storage, too.",home-food-safety
Refrigerate — The Basics,https://www.eatright.org/food/home-food-safety/safe-food-storage/refrigerate---the-basics,"Contributors:Barbara Gordon, RDN, LDReviewers:Academy Staff RDNsPublished:June 23, 2018Reviewed:June 13, 2023
Reviewers:Academy Staff RDNsPublished:June 23, 2018Reviewed:June 13, 2023
Published:June 23, 2018Reviewed:June 13, 2023
Reviewed:June 13, 2023","When stored properly, foods remain safe and retain their quality, nutrients and flavor for longer. Be sure to store food in the right container for its size and storage space, at the right temperature and for the right length of time. Proper food storage will reduce your risk of food poisoning and help stretch your food dollar since your food won't spoil as quickly.

It is easy for food to get lost in the vast expanse of your refrigerator. To keep perishable food safe and out of the danger zone, you must wrap and store it properly for the appropriate amount of time.

In the Fridge

From meats to cheeses and leftovers, use these tips to ensure you are storing foods safely in the refrigerator.

Keep your refrigerator below 40°F. At this temperature, bacteria that spoil food grow slowly. Buy a refrigerator thermometer and keep it in your fridge. Also, make sure you don’t keep the refrigerator door open for too long when searching for snacks and ingredients or restocking groceries.

Leave food in its store wrapping unless the package is open and doesn’t reseal. If you have to re-wrap, seal storage containers well to prevent moisture loss and absorption of odors.

Store food quickly. Don't keep perishable food at room temperature for longer than two hours.

Avoid overloading your refrigerator because cold air needs room to circulate.

Once a week, clean out the refrigerator. Discard any questionable foods rather than risk food poisoning. When in doubt — throw it out!

If food is moldy, discard it in a bag or wrapper so mold spores don't spread. Clean the moldy food's container and the refrigerator or pantry to remove mold spores. Check items that the moldy food may have touched because mold spreads fast on fruits and vegetables.

Meat, Poultry and Fish

Keep packages of raw meat, poultry and fish in a separate plastic bag, bowl or pan on the lowest refrigerator shelf. This keeps juices from dripping onto other foods, and the lowest shelf is usually the coldest.

Use fresh meat, poultry and fish within a couple days. Toss meat, poultry or fish with an off odor, a sticky or slimy surface or discoloration.

Eggs

Eggs will stay fresher longer if you keep them in their carton, not in the egg tray or door shelf.

Use fresh eggs in the shell within three to five weeks.

Fruits and Vegetables

Refrigerate perishable fruits and vegetables such as berries, lettuce, mushrooms and herbs. Wait to wash fresh produce until just before using, and when it comes to washing produce, skip the soap and detergents as these foods can be absorbed by the food. Drying fresh produce with a paper towel after washing may also help remove additional bacteria.

Keep produce in crisper bins in the refrigerator. That helps retain moisture. If possible, keep fruit in a separate crisper from vegetables because fruit gives off ethylene gas that can shorten storage life.

While some produce can be stored at room temperature, like citrus, whole melons and potatoes; cut, peeled or cooked fruits and vegetables should always be refrigerated.

Fresh Dairy Products

Refrigerate all dairy products promptly and preferably in the back of the refrigerator where it's colder. Cover well so they don't pick up other odors.

Once milk is poured, never return it to its original container because it can be contaminated with outside organisms that cause spoilage and food poisoning.

Grains and Canned Foods

If stored properly in airtight containers, whole-grain flour will keep for 3 to 6 months in a cool, dry pantry shelf or 6 to 8 months in the freezer.

Once canned foods have been opened, transfer them to a clean, covered container before refrigerating. You can refrigerate opened canned foods in the can if covered, but flavor may be affected.

Leftovers

Refrigerate promptly to ensure leftovers don't enter the danger zone between 40°F and 140°F.

For large amounts of leftovers, store them in several small, shallow containers to cool faster.

Carefully date leftovers and keep them at the front of the refrigerator where you can see them and use them right away.

Discard all leftovers in the refrigerator after four days. Some leftovers can be stored in the freezer for later use.

Remove as much air as possible from storage bags to keep foods fresh longer. The less you handle food, the better.

",home-food-safety
Reusable Grocery Tote Safety,https://www.eatright.org/food/home-food-safety/safe-food-storage/reusable-grocery-tote-safety,"Contributors:Esther Ellis, MS, RDN, LDNPublished:November 23, 2020Reviewed:June 18, 2024
Published:November 23, 2020Reviewed:June 18, 2024
Reviewed:June 18, 2024","Cloth grocery totes are convenient and environmentally friendly, but could they also be making you sick? Bacteria can build up quickly when certain foods spill and aren't cleaned — increasing the risk of food poisoning.

For peace of mind, remember the following tips to help keep your reusable bags good for your health as well as the environment.

At checkout, put meat, poultry and fish in a plastic bag before placing in a tote. Keep these items in a separate bag away from ready-to-eat foods. This will help prevent juices from leaking and contaminating your reusable bags and food.

Clean all areas where you place your totes, such as the kitchen counter or table, to reduce cross-contamination.

Wash your reusable bag frequently in the washing machine or by hand with hot, soapy water.

Store totes in a clean, dry location. Avoid leaving totes in the trunk of a vehicle.",home-food-safety
Healthy Eats at the Amusement Park,https://www.eatright.org/food/planning/away-from-home/healthy-eats-at-the-amusement-park,"Contributors:Karen Ansel, MS, RDN, CDN
Reviewers:Academy Staff RDNs
Published:June 20, 2019
Reviewed:July 18, 2024","Summer just isn't quite summer without a trip to the amusement park. But between the cotton candy, chili cheese fries and nachos, you may think your family is destined for a day of nutritionally empty meals and snacks. Eating well at an amusement park can seem like an impossible feat, but it doesn't have to be. You may be surprised by how many nutritious food and beverage options amusement parks provide.

Scout It Out

While you're walking through the park, keep your eyes open for nutritious options. Go for a grilled chicken breast sandwich with a side salad or corn on the cob. Or, squeeze in a serving or two of vegetables with a veggie burger, salad or grilled vegetable skewers.

BYO Snacks

Just because you'll be at the park from dawn until dusk doesn't mean you have to eat every meal there. Before you leave, serve a healthy breakfast at home. That way you'll know your family started the day fueled up and ready to go. At the park, fill in with nutritious snacks from home. A few well-planned snacks may help cut down on the number of meals you'll have to buy and the amount of time you spend waiting in line for food. Portable foods such as nuts and fruit make great snacks for children and parents alike. If the park you're visiting doesn't allow you to bring in food from outside, you can still snack right. Many amusement parks now stock nutritious nibbles such as fresh fruit cups, yogurt and even carrot and celery sticks.

Sip Smart

It's important to drink enough water to prevent dehydration, and remember that you'll need to drink more when it is hot outside. Bring your own refillable bottle from home, if allowed. Or, encourage kids to hang on to their empty water bottles and refill them throughout the day rather than tossing them in the trash.

Don't Cave

Nothing's more frustrating than listening to your kids pester you for kettle corn, giant pretzels and funnel cake. While there's certainly room for the occasional treat, don't feel that you have to say yes to everything. Establish the eating routine for the day before you leave for the park and be sure to bring or scout out nutritious snack options so kids don't go hungry.

But You Can Indulge a Little

If most of the day's meals and snacks are healthy, it's completely OK for kids to have a treat. But rather than snacking while walking through the park, encourage your children to sit down and savor their food; they may find they enjoy it more. If you are going to have a treat, try to save it for later in the day. That way you won't feel like your kids stuffed themselves with not-so-nutritious food the minute you got to the park and you can focus on what really matters: the fun!",planning
